Millis,Year,Month,Day,Hour,Min,TotalOdo,EngineSpeed,GasPedalPos,EngineSts,NeutralSwSts,ACPressure,ThrottlePos,EngineFrictionTorque,EngineTorgue,GasPedalAct,GasPedalGradient,ActualPedalPos,ClutchUpStop,ClutchInterLk,AnalogClutch,EngineWaterTemp,GearShiftIndication,FuelConsumptionGAG,SuggestedGearGSI,ActualGearGSI,EngineOilTemp,BrakePedalSwitchNCSts,BrakePedalSwitchNOSts,OperationModeSts,TurnIndicationSts,KeyInIgnSts,Cmdlgn_FailSts,CmdlgnSts,ExternalTemperature,ExternalTemperatureFailSts,ParkBrakeSts,BatteryChargeSts,ExternalTemperatureAD_Voltage,FuelLevel,InternalLightLevel,FuelLevelFailsSts,InternalLightSts,NotFilteredFuelLevel,BatteryStateOfFunction,CompressorACReqSts,FUEL_VOLT,BrkBstrVac,BrkTrq,BrkTrq_Driver,HSA_BrkPrss,VechileSpeedVSOCSig,CMMInterventionAct,PrefillActive,BrakeInterventionSts,ESCActive,ABSActive,MasterCylinderPressure,VechileSpeedVSOCSigFailSts,BSMShiftInterfernece,BrkPrss_One,BrkPrss_Two,SyncPos,OverSteering,UnderSteering,REF_VEH_SPEED,VehicleStandSts,BrkBstrVac_OBD,batteryVoltageLevelHP,StateOfCharge,VoltageMin,VoltageMax,BatteryCurrentLevel,BatteryTemperature,IBS_V_Batt,IBS_I_Batt,IBS_T_Batt,IBS_I_Range,IBS_SOC,IBS_SOF_Q,IBS_SOC_Accuracy,IBS_SOF_Q_Accuracy,IBS_SOH_Q,IBS_SOF_V,IBS_SOH_Q_Accuracy,IBS_SOF_V_Accuracy,IBS_Q_received,IBS_Q_released,IBS_Tm_Lst_Reset_Sec,IBS_Tm_Lst_Reset_Days,IBS_R_Batt,IBS_R_Batt_25,IBS_SOF_t_Accuracy,IBS_PreWakeupVoltage,IBS_SOF_t,IBS_IBATT_QUIESCENT,IBS_SOF_V1,LHFWheelSpeed,RHFWheelSpeed,LHRWheelSpeed,RHRWheelSpeed,VIN_DATA
2293855,2020,1,14,19,42,2631,846,0,2,0,125,219,39,514,0,128,0,1,0,147,125,0,531,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,49,20,1,112,42,35,0,5,95,0,0,0,0,0,7,0,0,162,158,2,0,0,11,1,149,396,100,96,136,2500,69,11160,11160,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,95,94,95,95,231713
2294355,2020,1,14,19,42,2631,844,0,2,0,125,219,40,514,0,128,0,1,0,147,125,0,540,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,110,42,75,78,5,94,0,0,0,0,0,15,0,0,167,163,2,0,0,11,1,149,395,100,96,136,2500,69,11137,11137,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,93,93,93,93,231713
2294855,2020,1,14,19,42,2631,855,0,2,0,125,219,39,512,0,128,0,1,0,149,125,0,522,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,49,20,1,110,42,114,116,5,86,0,0,0,0,0,19,0,0,171,167,2,0,0,10,1,149,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24073,848,96,99,2,1023,324,255,126,83,82,83,83,231713
2295355,2020,1,14,19,42,2631,871,0,2,0,125,219,39,507,0,128,0,1,0,155,125,0,486,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,45,20,1,109,42,139,140,5,65,0,0,0,0,0,23,0,0,173,169,2,0,0,8,1,149,396,100,96,136,2500,69,11164,11164,79,0,100,108,2,2,138,156,0,2,2448,1775,24073,848,96,99,2,1023,324,255,126,63,63,64,64,231713
2295856,2020,1,14,19,42,2631,910,0,2,1,125,219,38,497,0,128,0,1,0,179,125,0,386,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,46,20,1,109,44,45,0,5,50,0,0,0,0,0,7,0,0,162,158,2,0,0,6,1,148,396,100,96,136,2500,69,11166,11166,79,0,100,108,2,2,138,156,0,2,2448,1775,24073,848,96,99,2,1023,324,255,126,49,49,49,49,231713
2296356,2020,1,14,19,42,2631,893,0,2,1,125,219,39,497,0,128,0,0,0,35,125,0,386,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,45,20,1,106,43,76,76,5,36,0,0,0,0,0,12,0,0,166,162,2,0,0,5,1,148,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24073,848,96,99,2,1023,324,255,126,34,35,34,35,231713
2296859,2020,1,14,19,42,2631,889,0,2,1,125,219,39,496,0,128,0,0,0,36,125,0,377,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,43,20,1,106,43,76,76,5,0,0,0,0,0,0,12,0,0,166,161,2,0,0,2,1,148,396,100,96,136,2500,69,11166,11166,79,0,100,108,2,2,138,156,0,2,2448,1775,24073,848,96,99,2,1023,324,255,126,19,20,20,20,231713
2297359,2020,1,14,19,42,2631,880,0,2,1,126,219,39,496,0,128,0,0,0,35,125,0,372,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,43,20,1,109,45,18,0,5,0,0,0,0,0,0,2,0,0,159,155,2,0,0,0,1,147,396,100,96,136,2500,69,11166,11166,79,0,100,108,2,2,138,156,0,2,2448,1775,24073,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2297859,2020,1,14,19,42,2631,865,0,2,1,126,219,39,498,0,128,0,0,0,40,125,0,359,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,43,20,1,111,44,0,0,5,0,0,0,0,0,0,2,0,0,159,155,2,0,0,0,1,148,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24073,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2298359,2020,1,14,19,42,2631,856,0,2,0,127,219,39,498,0,128,0,1,0,180,125,0,377,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,48,20,1,109,44,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,0,1,147,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24073,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2298859,2020,1,14,19,42,2631,870,0,2,0,127,219,38,515,0,128,0,1,0,155,125,0,518,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,49,20,1,115,44,0,0,0,0,0,0,0,0,0,0,0,0,157,153,2,0,0,0,0,148,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24075,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2299360,2020,1,14,19,42,2631,841,0,2,0,127,219,38,531,0,128,0,1,0,141,125,0,672,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,45,20,1,110,44,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,0,1,148,396,100,96,136,2500,69,11172,11172,79,0,100,108,2,2,138,156,0,2,2448,1775,24075,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2299860,2020,1,14,19,42,2631,824,0,2,0,127,219,39,532,0,128,0,1,0,137,125,0,686,15,15,2,0,0,8,0,0,0,4,224,0,0,12,48,71,3,0,1,47,20,1,115,43,0,0,5,30,0,0,0,0,0,0,0,0,157,153,2,0,0,3,1,148,396,100,96,136,2500,69,11169,11169,79,0,100,108,2,2,138,156,0,2,2448,1775,24075,848,96,99,2,1023,324,255,126,31,31,30,30,231713
2300360,2020,1,14,19,42,2631,768,0,2,0,127,219,38,555,0,128,0,1,0,134,125,0,768,15,15,2,0,0,8,0,0,0,4,224,0,0,12,48,71,3,0,1,49,20,1,115,43,0,0,5,60,0,0,0,0,0,0,0,0,157,153,2,0,0,7,1,148,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24075,848,96,99,2,1023,324,255,126,59,60,58,59,231713
2300861,2020,1,14,19,42,2631,832,0,2,0,127,218,39,536,0,128,0,1,0,139,125,0,763,15,15,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,52,20,1,115,43,37,0,5,87,0,0,0,0,0,11,0,0,157,154,2,0,0,8,1,149,395,100,96,136,2500,69,11147,11147,79,0,100,108,2,2,138,156,0,2,2448,1775,24075,848,96,99,2,1023,324,255,126,88,88,87,88,231713
2301361,2020,1,14,19,42,2631,871,0,2,0,127,218,39,528,0,128,0,1,0,141,125,0,663,15,15,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,45,20,1,109,43,37,0,5,96,0,0,0,0,0,19,0,0,170,166,2,0,0,12,1,148,396,100,96,136,2500,69,11157,11157,79,0,100,108,2,2,138,156,0,2,2448,1775,24075,848,96,99,2,1023,324,255,126,95,95,94,94,231713
2301861,2020,1,14,19,42,2631,934,0,2,0,126,218,38,489,0,128,0,1,0,182,125,0,281,15,15,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,41,20,1,106,44,108,88,5,81,0,0,0,0,0,13,0,0,166,162,2,0,0,10,1,148,396,100,96,136,2500,69,11168,11168,79,0,100,108,2,2,138,156,0,2,2448,1775,24075,848,96,99,2,1023,324,255,126,80,80,80,80,231713
2302361,2020,1,14,19,42,2631,854,0,2,1,126,218,39,498,0,128,0,1,0,161,125,0,372,15,0,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,54,20,1,112,45,3,0,5,71,0,0,0,0,0,0,0,0,166,162,2,0,0,9,1,147,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24075,848,96,99,2,1023,324,255,126,70,70,70,70,231713
2302861,2020,1,14,19,42,2631,861,0,2,1,125,218,39,498,0,128,0,0,0,16,125,0,377,15,0,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,49,20,1,105,44,0,0,5,66,0,0,0,0,0,0,0,0,157,153,2,0,0,8,1,147,396,100,96,136,2500,69,11158,11158,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,66,65,66,65,231713
2303362,2020,1,14,19,42,2631,848,0,2,1,125,218,39,499,0,128,0,0,0,17,125,0,372,15,0,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,50,20,1,109,45,38,0,5,66,0,0,0,0,0,2,0,0,158,154,2,0,0,7,1,147,396,100,96,136,2500,69,11160,11160,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,58,58,58,58,231713
2303862,2020,1,14,19,42,2631,854,0,2,1,125,218,39,497,0,128,0,0,0,18,125,0,372,15,0,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,41,20,1,103,46,7,0,5,54,0,0,0,0,0,2,0,0,157,153,2,0,0,6,1,147,396,100,96,136,2500,69,11160,11160,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,50,50,50,50,231713
2304363,2020,1,14,19,42,2631,846,0,2,1,125,218,39,499,0,128,0,0,0,38,125,0,386,15,0,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,50,20,1,118,45,1,0,5,46,0,0,0,0,0,0,0,0,157,153,2,0,0,5,1,147,396,100,96,136,2500,69,11157,11157,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,46,46,46,46,231713
2304863,2020,1,14,19,42,2631,846,0,2,0,125,218,38,499,0,128,0,1,0,169,125,0,381,15,15,2,0,0,8,0,0,0,4,224,0,0,12,48,71,3,0,1,40,20,1,111,45,0,0,5,44,0,0,0,0,0,0,0,0,157,153,2,0,0,5,1,147,396,100,96,136,2500,69,11169,11169,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,43,43,43,43,231713
2305363,2020,1,14,19,42,2631,848,0,2,0,125,219,38,499,0,128,0,1,0,167,125,0,368,15,15,2,0,0,8,0,0,0,4,224,0,0,12,48,71,3,0,1,45,20,1,109,44,0,0,5,40,0,0,0,0,0,0,0,0,157,153,2,0,0,5,1,147,396,100,96,136,2500,69,11173,11173,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,40,40,40,40,231713
2305863,2020,1,14,19,42,2631,835,0,2,0,125,220,38,523,0,128,0,1,0,144,125,0,586,15,15,2,0,0,8,0,0,0,4,224,0,0,12,48,71,3,0,1,50,20,1,113,44,0,0,5,44,0,0,0,0,0,0,0,0,157,153,2,0,0,5,1,147,396,100,96,136,2500,69,11172,11172,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,44,44,44,44,231713
2306364,2020,1,14,19,42,2631,803,0,2,0,125,220,39,531,0,128,0,1,0,142,125,0,677,15,15,2,0,0,8,0,0,0,4,224,0,0,12,48,71,3,0,1,45,20,1,112,44,0,0,5,65,0,0,0,0,0,0,0,0,157,153,2,0,0,7,1,148,396,100,96,136,2500,69,11167,11167,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,65,65,65,65,231713
2306864,2020,1,14,19,42,2631,904,0,2,0,125,220,39,507,0,128,0,1,0,172,125,0,527,15,15,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,45,20,1,109,43,0,0,5,83,0,0,0,0,0,1,0,0,158,154,2,0,0,9,1,148,396,100,96,136,2500,69,11152,11152,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,82,83,83,83,231713
2307365,2020,1,14,19,42,2631,892,0,2,1,125,219,39,497,0,128,0,0,0,62,125,0,395,15,0,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,43,20,1,104,43,0,0,5,81,0,0,0,0,0,2,0,0,159,155,2,0,0,10,1,148,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24077,848,96,99,2,1023,324,255,126,80,80,80,80,231713
2307866,2020,1,14,19,42,2631,869,0,2,1,125,220,38,499,0,128,0,0,0,44,125,0,390,15,0,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,47,20,1,113,43,85,95,5,67,0,0,0,0,0,19,0,0,169,166,2,0,0,8,1,148,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24079,848,96,99,2,1023,324,255,126,64,65,65,65,231713
2308366,2020,1,14,19,42,2631,868,0,2,1,125,220,39,497,0,128,0,0,0,43,125,0,386,15,0,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,41,20,1,110,45,52,0,5,45,0,0,0,0,0,5,0,0,161,157,2,0,0,5,1,147,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24079,848,96,99,2,1023,324,255,126,44,44,43,43,231713
2308866,2020,1,14,19,42,2631,854,0,2,1,125,219,39,499,0,128,0,1,0,95,125,0,386,15,0,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,47,20,1,120,45,20,0,5,35,0,0,0,0,0,1,0,0,158,154,2,0,0,4,1,147,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24079,848,96,99,2,1023,324,255,126,35,35,34,34,231713
2309368,2020,1,14,19,42,2631,856,0,2,0,125,220,39,498,0,128,0,1,0,179,125,0,372,15,15,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,43,20,1,115,45,0,0,5,32,0,0,0,0,0,0,0,0,157,153,2,0,0,4,1,147,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24079,848,96,99,2,1023,324,255,126,32,32,32,32,231713
2309869,2020,1,14,19,42,2631,874,0,2,0,125,220,38,520,0,128,0,1,0,146,125,0,586,15,15,2,0,0,8,0,0,0,4,224,0,0,12,48,71,3,0,1,41,20,1,109,45,0,0,5,34,0,0,0,0,0,0,0,0,157,153,2,0,0,4,1,147,396,100,96,136,2500,69,11174,11174,79,0,100,108,2,2,138,156,0,2,2448,1775,24079,848,96,99,2,1023,324,255,126,35,34,33,33,231713
2310370,2020,1,14,19,42,2631,841,0,2,0,125,220,38,527,0,128,0,1,0,144,125,0,654,15,15,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,43,20,1,108,44,0,0,5,50,0,0,0,0,0,1,0,0,158,154,2,0,0,6,1,148,396,100,96,136,2500,69,11173,11173,79,0,100,108,2,2,138,156,0,2,2448,1775,24079,848,96,99,2,1023,324,255,126,51,51,50,50,231713
2310870,2020,1,14,19,42,2631,823,0,2,0,125,219,39,526,0,128,0,1,0,144,125,0,627,15,15,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,41,20,1,110,44,70,76,5,65,0,0,0,0,0,12,0,0,166,162,2,0,0,8,1,147,396,100,96,136,2500,69,11160,11160,79,0,100,108,2,2,138,156,0,2,2448,1775,24079,848,96,99,2,1023,324,255,126,64,64,64,64,231713
2311370,2020,1,14,19,42,2631,828,0,2,0,125,219,39,527,0,128,0,1,0,144,125,0,663,15,15,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,45,20,1,111,44,122,123,5,67,0,0,0,0,0,21,0,0,171,167,2,0,0,8,1,148,396,100,96,136,2500,69,11157,11157,79,0,100,108,2,2,138,156,0,2,2448,1775,24079,848,96,99,2,1023,324,255,126,67,66,66,66,231713
2311870,2020,1,14,19,42,2631,831,0,2,0,125,219,39,529,0,128,0,1,0,142,125,0,668,15,15,2,1,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,41,20,1,109,44,128,128,5,66,0,0,0,0,0,21,0,0,171,167,2,0,0,8,1,148,396,100,96,136,2500,69,11157,11157,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,63,63,63,63,231713
2312370,2020,1,14,19,42,2631,832,0,2,0,125,219,39,533,0,128,0,1,0,142,125,0,695,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,56,20,1,112,44,119,119,5,63,0,0,0,0,0,19,0,0,171,167,2,0,0,7,1,148,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,62,62,62,62,231713
2312870,2020,1,14,19,42,2631,845,0,2,0,124,219,38,531,0,128,0,1,0,142,125,0,695,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,50,20,1,98,45,108,95,5,63,0,0,0,0,0,20,0,0,171,166,2,0,0,7,1,148,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,63,62,62,62,231713
2313371,2020,1,14,19,42,2631,885,0,2,0,125,219,39,522,0,128,0,1,0,148,125,0,645,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,50,20,1,109,44,133,140,5,63,0,0,0,0,0,25,0,0,172,168,2,0,0,8,1,148,396,100,96,136,2500,69,11167,11167,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,63,61,63,61,231713
2313871,2020,1,14,19,42,2631,920,0,2,0,125,219,38,513,0,128,0,1,0,153,125,0,586,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,39,20,1,108,44,170,171,5,48,0,0,0,0,0,28,0,0,176,172,2,0,0,6,1,148,396,100,96,136,2500,69,11169,11169,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,46,46,47,46,231713
2314373,2020,1,14,19,42,2631,916,0,2,0,124,219,38,510,0,128,0,1,0,153,125,0,540,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,48,20,1,109,43,176,176,5,24,0,0,0,0,0,29,0,0,177,173,2,0,0,3,1,148,396,100,96,136,2500,69,11170,11170,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,22,22,23,23,231713
2314873,2020,1,14,19,42,2631,891,0,2,0,125,219,38,512,0,128,0,1,0,153,125,0,550,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,42,20,1,103,43,177,176,5,0,0,0,0,0,0,29,0,0,177,173,2,0,0,0,1,149,396,100,96,136,2500,69,11167,11167,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2315373,2020,1,14,19,42,2631,870,0,2,0,125,219,39,515,0,128,0,1,0,151,125,0,559,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,46,20,1,120,46,108,80,0,0,0,0,0,0,0,3,0,0,159,155,2,0,0,0,1,146,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2315873,2020,1,14,19,42,2631,841,0,2,0,125,219,39,520,0,128,0,1,0,150,125,0,577,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,41,20,1,115,46,25,0,5,0,0,0,0,0,0,4,0,0,160,157,2,0,0,0,1,147,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2316373,2020,1,14,19,42,2631,850,0,2,0,125,219,39,521,0,128,0,1,0,150,125,0,590,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,49,20,1,109,45,27,0,5,0,0,0,0,0,0,5,0,0,161,157,2,0,0,1,1,147,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,16,16,16,15,231713
2316873,2020,1,14,19,42,2631,850,0,2,0,125,219,39,520,0,128,0,1,0,150,125,0,586,15,15,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,48,20,1,110,44,57,0,5,0,0,0,0,0,0,9,0,0,164,159,2,0,0,2,1,147,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,22,22,22,22,231713
2317373,2020,1,14,19,42,2631,851,0,2,0,125,219,39,519,0,128,0,1,0,150,125,0,586,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,50,20,1,115,44,75,83,5,27,0,0,0,0,0,13,0,0,165,161,2,0,0,3,1,148,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,27,27,27,27,231713
2317873,2020,1,14,19,42,2631,851,0,2,0,125,219,39,520,0,128,0,1,0,150,125,0,595,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,49,20,1,109,44,105,104,5,24,0,0,0,0,0,17,0,0,168,165,2,0,0,3,1,148,396,100,96,136,2500,69,11164,11164,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,24,24,24,24,231713
2318373,2020,1,14,19,42,2631,824,0,2,0,125,219,39,528,0,128,0,1,0,147,125,0,640,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,49,20,1,109,45,41,0,5,28,0,0,0,0,0,6,0,0,162,158,2,0,0,3,1,147,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24081,848,96,99,2,1023,324,255,126,28,28,28,28,231713
2318873,2020,1,14,19,42,2631,843,0,2,0,125,219,39,526,0,128,0,1,0,147,125,0,645,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,54,20,1,109,45,40,0,5,37,0,0,0,0,0,7,0,0,162,158,2,0,0,4,1,147,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,38,38,38,38,231713
2319373,2020,1,14,19,42,2631,853,0,2,0,124,219,39,524,0,128,0,1,0,147,125,0,636,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,100,44,69,78,5,46,0,0,0,0,0,10,0,0,165,160,2,0,0,5,1,148,396,100,96,136,2500,69,11164,11164,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,47,47,47,47,231713
2319873,2020,1,14,19,42,2631,844,0,2,0,124,219,38,525,0,128,0,1,0,146,125,0,631,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,109,45,76,0,5,47,0,0,0,0,0,12,0,0,165,161,2,0,0,5,1,147,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,47,47,47,46,231713
2320373,2020,1,14,19,42,2631,837,0,2,0,124,219,39,529,0,128,0,1,0,146,125,0,668,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,50,20,1,115,45,40,0,5,56,0,0,0,0,0,7,0,0,162,158,2,0,0,6,1,147,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,57,57,57,56,231713
2320873,2020,1,14,19,42,2631,851,0,2,0,124,219,39,527,0,128,0,1,0,146,125,0,663,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,49,20,1,115,44,40,0,5,70,0,0,0,0,0,7,0,0,162,158,2,0,0,8,1,148,396,100,96,136,2500,69,11164,11164,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,70,70,69,70,231713
2321373,2020,1,14,19,42,2631,853,0,2,0,124,219,39,527,0,128,0,1,0,146,125,0,663,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,44,20,1,117,44,84,99,5,82,0,0,0,0,0,17,0,0,166,162,2,0,0,10,1,148,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,81,81,82,81,231713
2321873,2020,1,14,19,42,2631,863,0,2,0,123,219,39,523,0,128,0,1,0,147,125,0,631,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,109,43,179,178,5,70,0,0,0,0,0,29,0,0,177,173,2,0,0,8,1,148,396,100,96,136,2500,69,11166,11166,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,68,68,68,68,231713
2322374,2020,1,14,19,42,2631,842,0,2,0,123,219,39,526,0,128,0,1,0,147,125,0,640,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,54,20,1,120,46,83,78,5,62,0,0,0,0,0,13,0,0,166,162,2,0,0,7,1,147,396,100,96,136,2500,69,11166,11166,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,61,62,61,62,231713
2322874,2020,1,14,19,42,2631,859,0,2,0,124,219,39,522,0,128,0,1,0,148,125,0,622,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,54,20,1,120,45,124,131,5,60,0,0,0,0,0,22,0,0,172,168,2,0,0,7,1,147,396,100,96,136,2500,69,11166,11166,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,59,60,60,60,231713
2323374,2020,1,14,19,42,2631,849,0,2,0,124,219,39,523,0,128,0,1,0,148,125,0,618,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,109,44,147,145,5,49,0,0,0,0,0,24,0,0,173,169,2,0,0,6,1,147,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24085,848,96,99,2,1023,324,255,126,48,48,48,48,231713
